orderID,customerID,employeeID,orderDate,requiredDate,shippedDate,shipVia,Freight,productID,unitPrice,quantity,discount,companyName,contactName,contactTitle,employees.lastName,employees.firstName,employees.title,productName,supplierID,categoryID,quantityPerUnit,unitPrice.1,unitsInStock,unitsOnOrder,reorderLevel,discontinued,categoryName,suppliers.companyName,suppliers.contactName,suppliers.contactTitle
10351,ERNSH,1,1996-11-11,1996-12-09,1996-11-20,1,162.33,65,16.8,10,0.05,Ernst Handel,Roland Mendel,Sales Manager,Davolio,Nancy,Sales Representative,Louisiana Fiery Hot Pepper Sauce,2,2,32 - 8 oz bottles,21.05,76,0,0,0,Condiments,New Orleans Cajun Delights,Shelley Burke,Order Administrator
10352,FURIB,3,1996-11-12,1996-11-26,1996-11-18,3,1.3,24,3.6,10,0,Furia Bacalhau e Frutos do Mar,Lino Rodriguez,Sales Manager,Leverling,Janet,Sales Representative,Guaraná Fantástica,10,1,12 - 355 ml cans,4.5,20,0,0,1,Beverages,Refrescos Americanas LTDA,Carlos Diaz,Marketing Manager
10352,FURIB,3,1996-11-12,1996-11-26,1996-11-18,3,1.3,54,5.9,20,0.15,Furia Bacalhau e Frutos do Mar,Lino Rodriguez,Sales Manager,Leverling,Janet,Sales Representative,Tourtière,25,6,16 pies,7.45,21,0,10,0,Meat/Poultry,Ma Maison,Jean-Guy Lauzon,Marketing Manager
10353,PICCO,7,1996-11-13,1996-12-11,1996-11-25,3,360.63,11,16.8,12,0.2,Piccolo und mehr,Georg Pipps,Sales Manager,King,Robert,Sales Representative,Queso Cabrales,5,4,1 kg pkg.,21,22,30,30,0,Dairy Products,Cooperativa de Quesos 'Las Cabras',Antonio del Valle Saavedra,Export Administrator
10353,PICCO,7,1996-11-13,1996-12-11,1996-11-25,3,360.63,38,210.8,50,0.2,Piccolo und mehr,Georg Pipps,Sales Manager,King,Robert,Sales Representative,Côte de Blaye,18,1,12 - 75 cl bottles,263.5,17,0,15,0,Beverages,Aux joyeux ecclésiastiques,Guylène Nodier,Sales Manager
10354,PERIC,8,1996-11-14,1996-12-12,1996-11-20,3,53.8,1,14.4,12,0,Pericles Comidas clásicas,Guillermo Fernández,Sales Representative,Callahan,Laura,Inside Sales Coordinator,Chai,1,1,10 boxes x 20 bags,18,39,0,10,0,Beverages,Exotic Liquids,Charlotte Cooper,Purchasing Manager
10354,PERIC,8,1996-11-14,1996-12-12,1996-11-20,3,53.8,29,99,4,0,Pericles Comidas clásicas,Guillermo Fernández,Sales Representative,Callahan,Laura,Inside Sales Coordinator,Thüringer Rostbratwurst,12,6,50 bags x 30 sausgs.,123.79,0,0,0,1,Meat/Poultry,Plutzer Lebensmittelgroßmärkte AG,Martin Bein,International Marketing Mgr.
10355,AROUT,6,1996-11-15,1996-12-13,1996-11-20,1,41.95,24,3.6,25,0,Around the Horn,Thomas Hardy,Sales Representative,Suyama,Michael,Sales Representative,Guaraná Fantástica,10,1,12 - 355 ml cans,4.5,20,0,0,1,Beverages,Refrescos Americanas LTDA,Carlos Diaz,Marketing Manager
10355,AROUT,6,1996-11-15,1996-12-13,1996-11-20,1,41.95,57,15.6,25,0,Around the Horn,Thomas Hardy,Sales Representative,Suyama,Michael,Sales Representative,Ravioli Angelo,26,5,24 - 250 g pkgs.,19.5,36,0,20,0,Grains/Cereals,Pasta Buttini s.r.l.,Giovanni Giudici,Order Administrator
10356,WANDK,6,1996-11-18,1996-12-16,1996-11-27,2,36.71,31,10,30,0,Die Wandernde Kuh,Rita Müller,Sales Representative,Suyama,Michael,Sales Representative,Gorgonzola Telino,14,4,12 - 100 g pkgs,12.5,0,70,20,0,Dairy Products,Formaggi Fortini s.r.l.,Elio Rossi,Sales Representative
10356,WANDK,6,1996-11-18,1996-12-16,1996-11-27,2,36.71,55,19.2,12,0,Die Wandernde Kuh,Rita Müller,Sales Representative,Suyama,Michael,Sales Representative,Pâté chinois,25,6,24 boxes x 2 pies,24,115,0,20,0,Meat/Poultry,Ma Maison,Jean-Guy Lauzon,Marketing Manager
10356,WANDK,6,1996-11-18,1996-12-16,1996-11-27,2,36.71,69,28.8,20,0,Die Wandernde Kuh,Rita Müller,Sales Representative,Suyama,Michael,Sales Representative,Gudbrandsdalsost,15,4,10 kg pkg.,36,26,0,15,0,Dairy Products,Norske Meierier,Beate Vileid,Marketing Manager
10357,LILAS,1,1996-11-19,1996-12-17,1996-12-02,3,34.88,10,24.8,30,0.2,LILA-Supermercado,Carlos González,Accounting Manager,Davolio,Nancy,Sales Representative,Ikura,4,8,12 - 200 ml jars,31,31,0,0,0,Seafood,Tokyo Traders,Yoshi Nagase,Marketing Manager
10357,LILAS,1,1996-11-19,1996-12-17,1996-12-02,3,34.88,26,24.9,16,0,LILA-Supermercado,Carlos González,Accounting Manager,Davolio,Nancy,Sales Representative,Gumbär Gummibärchen,11,3,100 - 250 g bags,31.23,15,0,0,0,Confections,Heli Süßwaren GmbH & Co. KG,Petra Winkler,Sales Manager
10357,LILAS,1,1996-11-19,1996-12-17,1996-12-02,3,34.88,60,27.2,8,0.2,LILA-Supermercado,Carlos González,Accounting Manager,Davolio,Nancy,Sales Representative,Camembert Pierrot,28,4,15 - 300 g rounds,34,19,0,0,0,Dairy Products,Gai pâturage,Eliane Noz,Sales Representative
10358,LAMAI,5,1996-11-20,1996-12-18,1996-11-27,1,19.64,24,3.6,10,0.05,La maison d'Asie,Annette Roulet,Sales Manager,Buchanan,Steven,Sales Manager,Guaraná Fantástica,10,1,12 - 355 ml cans,4.5,20,0,0,1,Beverages,Refrescos Americanas LTDA,Carlos Diaz,Marketing Manager
10358,LAMAI,5,1996-11-20,1996-12-18,1996-11-27,1,19.64,34,11.2,10,0.05,La maison d'Asie,Annette Roulet,Sales Manager,Buchanan,Steven,Sales Manager,Sasquatch Ale,16,1,24 - 12 oz bottles,14,111,0,15,0,Beverages,Bigfoot Breweries,Cheryl Saylor,Regional Account Rep.
10358,LAMAI,5,1996-11-20,1996-12-18,1996-11-27,1,19.64,36,15.2,20,0.05,La maison d'Asie,Annette Roulet,Sales Manager,Buchanan,Steven,Sales Manager,Inlagd Sill,17,8,24 - 250 g  jars,19,112,0,20,0,Seafood,Svensk Sjöföda AB,Michael Björn,Sales Representative
10359,SEVES,5,1996-11-21,1996-12-19,1996-11-26,3,288.43,16,13.9,56,0.05,Seven Seas Imports,Hari Kumar,Sales Manager,Buchanan,Steven,Sales Manager,Pavlova,7,3,32 - 500 g boxes,17.45,29,0,10,0,Confections,Pavlova, Ltd.,Ian Devling
10359,SEVES,5,1996-11-21,1996-12-19,1996-11-26,3,288.43,31,10,70,0.05,Seven Seas Imports,Hari Kumar,Sales Manager,Buchanan,Steven,Sales Manager,Gorgonzola Telino,14,4,12 - 100 g pkgs,12.5,0,70,20,0,Dairy Products,Formaggi Fortini s.r.l.,Elio Rossi,Sales Representative
10359,SEVES,5,1996-11-21,1996-12-19,1996-11-26,3,288.43,60,27.2,80,0.05,Seven Seas Imports,Hari Kumar,Sales Manager,Buchanan,Steven,Sales Manager,Camembert Pierrot,28,4,15 - 300 g rounds,34,19,0,0,0,Dairy Products,Gai pâturage,Eliane Noz,Sales Representative
10360,BLONP,4,1996-11-22,1996-12-20,1996-12-02,3,131.7,28,36.4,30,0,Blondesddsl père et fils,Frédérique Citeaux,Marketing Manager,Peacock,Margaret,Sales Representative,Rössle Sauerkraut,12,7,25 - 825 g cans,45.6,26,0,0,1,Produce,Plutzer Lebensmittelgroßmärkte AG,Martin Bein,International Marketing Mgr.
10360,BLONP,4,1996-11-22,1996-12-20,1996-12-02,3,131.7,29,99,35,0,Blondesddsl père et fils,Frédérique Citeaux,Marketing Manager,Peacock,Margaret,Sales Representative,Thüringer Rostbratwurst,12,6,50 bags x 30 sausgs.,123.79,0,0,0,1,Meat/Poultry,Plutzer Lebensmittelgroßmärkte AG,Martin Bein,International Marketing Mgr.
10360,BLONP,4,1996-11-22,1996-12-20,1996-12-02,3,131.7,38,210.8,10,0,Blondesddsl père et fils,Frédérique Citeaux,Marketing Manager,Peacock,Margaret,Sales Representative,Côte de Blaye,18,1,12 - 75 cl bottles,263.5,17,0,15,0,Beverages,Aux joyeux ecclésiastiques,Guylène Nodier,Sales Manager
10360,BLONP,4,1996-11-22,1996-12-20,1996-12-02,3,131.7,49,16,35,0,Blondesddsl père et fils,Frédérique Citeaux,Marketing Manager,Peacock,Margaret,Sales Representative,Maxilaku,23,3,24 - 50 g pkgs.,20,10,60,15,0,Confections,Karkki Oy,Anne Heikkonen,Product Manager
10360,BLONP,4,1996-11-22,1996-12-20,1996-12-02,3,131.7,54,5.9,28,0,Blondesddsl père et fils,Frédérique Citeaux,Marketing Manager,Peacock,Margaret,Sales Representative,Tourtière,25,6,16 pies,7.45,21,0,10,0,Meat/Poultry,Ma Maison,Jean-Guy Lauzon,Marketing Manager
10361,QUICK,1,1996-11-22,1996-12-20,1996-12-03,2,183.17,39,14.4,54,0.1,QUICK-Stop,Horst Kloss,Accounting Manager,Davolio,Nancy,Sales Representative,Chartreuse verte,18,1,750 cc per bottle,18,69,0,5,0,Beverages,Aux joyeux ecclésiastiques,Guylène Nodier,Sales Manager
10361,QUICK,1,1996-11-22,1996-12-20,1996-12-03,2,183.17,60,27.2,55,0.1,QUICK-Stop,Horst Kloss,Accounting Manager,Davolio,Nancy,Sales Representative,Camembert Pierrot,28,4,15 - 300 g rounds,34,19,0,0,0,Dairy Products,Gai pâturage,Eliane Noz,Sales Representative
10362,BONAP,3,1996-11-25,1996-12-23,1996-11-28,1,96.04,25,11.2,50,0,Bon app',Laurence Lebihan,Owner,Leverling,Janet,Sales Representative,NuNuCa Nuß-Nougat-Creme,11,3,20 - 450 g glasses,14,76,0,30,0,Confections,Heli Süßwaren GmbH & Co. KG,Petra Winkler,Sales Manager
10362,BONAP,3,1996-11-25,1996-12-23,1996-11-28,1,96.04,51,42.4,20,0,Bon app',Laurence Lebihan,Owner,Leverling,Janet,Sales Representative,Manjimup Dried Apples,24,7,50 - 300 g pkgs.,53,20,0,10,0,Produce,G'day, Mate,Wendy Mackenzie
10362,BONAP,3,1996-11-25,1996-12-23,1996-11-28,1,96.04,54,5.9,24,0,Bon app',Laurence Lebihan,Owner,Leverling,Janet,Sales Representative,Tourtière,25,6,16 pies,7.45,21,0,10,0,Meat/Poultry,Ma Maison,Jean-Guy Lauzon,Marketing Manager
10363,DRACD,4,1996-11-26,1996-12-24,1996-12-04,3,30.54,31,10,20,0,Drachenblut Delikatessen,Sven Ottlieb,Order Administrator,Peacock,Margaret,Sales Representative,Gorgonzola Telino,14,4,12 - 100 g pkgs,12.5,0,70,20,0,Dairy Products,Formaggi Fortini s.r.l.,Elio Rossi,Sales Representative
10363,DRACD,4,1996-11-26,1996-12-24,1996-12-04,3,30.54,75,6.2,12,0,Drachenblut Delikatessen,Sven Ottlieb,Order Administrator,Peacock,Margaret,Sales Representative,Rhönbräu Klosterbier,12,1,24 - 0.5 l bottles,7.75,125,0,25,0,Beverages,Plutzer Lebensmittelgroßmärkte AG,Martin Bein,International Marketing Mgr.
10363,DRACD,4,1996-11-26,1996-12-24,1996-12-04,3,30.54,76,14.4,12,0,Drachenblut Delikatessen,Sven Ottlieb,Order Administrator,Peacock,Margaret,Sales Representative,Lakkalikööri,23,1,500 ml,18,57,0,20,0,Beverages,Karkki Oy,Anne Heikkonen,Product Manager
10364,EASTC,1,1996-11-26,1997-01-07,1996-12-04,1,71.97,69,28.8,30,0,Eastern Connection,Ann Devon,Sales Agent,Davolio,Nancy,Sales Representative,Gudbrandsdalsost,15,4,10 kg pkg.,36,26,0,15,0,Dairy Products,Norske Meierier,Beate Vileid,Marketing Manager
10364,EASTC,1,1996-11-26,1997-01-07,1996-12-04,1,71.97,71,17.2,5,0,Eastern Connection,Ann Devon,Sales Agent,Davolio,Nancy,Sales Representative,Flotemysost,15,4,10 - 500 g pkgs.,21.5,26,0,0,0,Dairy Products,Norske Meierier,Beate Vileid,Marketing Manager
10365,ANTON,3,1996-11-27,1996-12-25,1996-12-02,2,22,11,16.8,24,0,Antonio Moreno Taquería,Antonio Moreno,Owner,Leverling,Janet,Sales Representative,Queso Cabrales,5,4,1 kg pkg.,21,22,30,30,0,Dairy Products,Cooperativa de Quesos 'Las Cabras',Antonio del Valle Saavedra,Export Administrator
10366,GALED,8,1996-11-28,1997-01-09,1996-12-30,2,10.14,65,16.8,5,0,Galería del gastrónomo,Eduardo Saavedra,Marketing Manager,Callahan,Laura,Inside Sales Coordinator,Louisiana Fiery Hot Pepper Sauce,2,2,32 - 8 oz bottles,21.05,76,0,0,0,Condiments,New Orleans Cajun Delights,Shelley Burke,Order Administrator
10366,GALED,8,1996-11-28,1997-01-09,1996-12-30,2,10.14,77,10.4,5,0,Galería del gastrónomo,Eduardo Saavedra,Marketing Manager,Callahan,Laura,Inside Sales Coordinator,Original Frankfurter grüne Soße,12,2,12 boxes,13,32,0,15,0,Condiments,Plutzer Lebensmittelgroßmärkte AG,Martin Bein,International Marketing Mgr.
10367,VAFFE,7,1996-11-28,1996-12-26,1996-12-02,3,13.55,34,11.2,36,0,Vaffeljernet,Palle Ibsen,Sales Manager,King,Robert,Sales Representative,Sasquatch Ale,16,1,24 - 12 oz bottles,14,111,0,15,0,Beverages,Bigfoot Breweries,Cheryl Saylor,Regional Account Rep.
10367,VAFFE,7,1996-11-28,1996-12-26,1996-12-02,3,13.55,54,5.9,18,0,Vaffeljernet,Palle Ibsen,Sales Manager,King,Robert,Sales Representative,Tourtière,25,6,16 pies,7.45,21,0,10,0,Meat/Poultry,Ma Maison,Jean-Guy Lauzon,Marketing Manager
10367,VAFFE,7,1996-11-28,1996-12-26,1996-12-02,3,13.55,65,16.8,15,0,Vaffeljernet,Palle Ibsen,Sales Manager,King,Robert,Sales Representative,Louisiana Fiery Hot Pepper Sauce,2,2,32 - 8 oz bottles,21.05,76,0,0,0,Condiments,New Orleans Cajun Delights,Shelley Burke,Order Administrator
10367,VAFFE,7,1996-11-28,1996-12-26,1996-12-02,3,13.55,77,10.4,7,0,Vaffeljernet,Palle Ibsen,Sales Manager,King,Robert,Sales Representative,Original Frankfurter grüne Soße,12,2,12 boxes,13,32,0,15,0,Condiments,Plutzer Lebensmittelgroßmärkte AG,Martin Bein,International Marketing Mgr.
10368,ERNSH,2,1996-11-29,1996-12-27,1996-12-02,2,101.95,21,8,5,0.1,Ernst Handel,Roland Mendel,Sales Manager,Fuller,Andrew,"Vice President, Sales",Sir Rodney's Scones,8,3,24 pkgs. x 4 pieces,10,3,40,5,0,Confections,Specialty Biscuits, Ltd.,Peter Wilson
10368,ERNSH,2,1996-11-29,1996-12-27,1996-12-02,2,101.95,28,36.4,13,0.1,Ernst Handel,Roland Mendel,Sales Manager,Fuller,Andrew,"Vice President, Sales",Rössle Sauerkraut,12,7,25 - 825 g cans,45.6,26,0,0,1,Produce,Plutzer Lebensmittelgroßmärkte AG,Martin Bein,International Marketing Mgr.
10368,ERNSH,2,1996-11-29,1996-12-27,1996-12-02,2,101.95,57,15.6,25,0,Ernst Handel,Roland Mendel,Sales Manager,Fuller,Andrew,"Vice President, Sales",Ravioli Angelo,26,5,24 - 250 g pkgs.,19.5,36,0,20,0,Grains/Cereals,Pasta Buttini s.r.l.,Giovanni Giudici,Order Administrator
10368,ERNSH,2,1996-11-29,1996-12-27,1996-12-02,2,101.95,64,26.6,35,0.1,Ernst Handel,Roland Mendel,Sales Manager,Fuller,Andrew,"Vice President, Sales",Wimmers gute Semmelknödel,12,5,20 bags x 4 pieces,33.25,22,80,30,0,Grains/Cereals,Plutzer Lebensmittelgroßmärkte AG,Martin Bein,International Marketing Mgr.
10369,SPLIR,8,1996-12-02,1996-12-30,1996-12-09,2,195.68,29,99,20,0,Split Rail Beer & Ale,Art Braunschweiger,Sales Manager,Callahan,Laura,Inside Sales Coordinator,Thüringer Rostbratwurst,12,6,50 bags x 30 sausgs.,123.79,0,0,0,1,Meat/Poultry,Plutzer Lebensmittelgroßmärkte AG,Martin Bein,International Marketing Mgr.
10369,SPLIR,8,1996-12-02,1996-12-30,1996-12-09,2,195.68,56,30.4,18,0.25,Split Rail Beer & Ale,Art Braunschweiger,Sales Manager,Callahan,Laura,Inside Sales Coordinator,Gnocchi di nonna Alice,26,5,24 - 250 g pkgs.,38,21,10,30,0,Grains/Cereals,Pasta Buttini s.r.l.,Giovanni Giudici,Order Administrator
10370,CHOPS,6,1996-12-03,1996-12-31,1996-12-27,2,1.17,1,14.4,15,0.15,Chop-suey Chinese,Yang Wang,Owner,Suyama,Michael,Sales Representative,Chai,1,1,10 boxes x 20 bags,18,39,0,10,0,Beverages,Exotic Liquids,Charlotte Cooper,Purchasing Manager
10370,CHOPS,6,1996-12-03,1996-12-31,1996-12-27,2,1.17,64,26.6,30,0,Chop-suey Chinese,Yang Wang,Owner,Suyama,Michael,Sales Representative,Wimmers gute Semmelknödel,12,5,20 bags x 4 pieces,33.25,22,80,30,0,Grains/Cereals,Plutzer Lebensmittelgroßmärkte AG,Martin Bein,International Marketing Mgr.
10370,CHOPS,6,1996-12-03,1996-12-31,1996-12-27,2,1.17,74,8,20,0.15,Chop-suey Chinese,Yang Wang,Owner,Suyama,Michael,Sales Representative,Longlife Tofu,4,7,5 kg pkg.,10,4,20,5,0,Produce,Tokyo Traders,Yoshi Nagase,Marketing Manager
10371,LAMAI,1,1996-12-03,1996-12-31,1996-12-24,1,0.45,36,15.2,6,0.2,La maison d'Asie,Annette Roulet,Sales Manager,Davolio,Nancy,Sales Representative,Inlagd Sill,17,8,24 - 250 g  jars,19,112,0,20,0,Seafood,Svensk Sjöföda AB,Michael Björn,Sales Representative
10372,QUEEN,5,1996-12-04,1997-01-01,1996-12-09,2,890.78,20,64.8,12,0.25,Queen Cozinha,Lúcia Carvalho,Marketing Assistant,Buchanan,Steven,Sales Manager,Sir Rodney's Marmalade,8,3,30 gift boxes,81,40,0,0,0,Confections,Specialty Biscuits, Ltd.,Peter Wilson
10372,QUEEN,5,1996-12-04,1997-01-01,1996-12-09,2,890.78,38,210.8,40,0.25,Queen Cozinha,Lúcia Carvalho,Marketing Assistant,Buchanan,Steven,Sales Manager,Côte de Blaye,18,1,12 - 75 cl bottles,263.5,17,0,15,0,Beverages,Aux joyeux ecclésiastiques,Guylène Nodier,Sales Manager
10372,QUEEN,5,1996-12-04,1997-01-01,1996-12-09,2,890.78,60,27.2,70,0.25,Queen Cozinha,Lúcia Carvalho,Marketing Assistant,Buchanan,Steven,Sales Manager,Camembert Pierrot,28,4,15 - 300 g rounds,34,19,0,0,0,Dairy Products,Gai pâturage,Eliane Noz,Sales Representative
10372,QUEEN,5,1996-12-04,1997-01-01,1996-12-09,2,890.78,72,27.8,42,0.25,Queen Cozinha,Lúcia Carvalho,Marketing Assistant,Buchanan,Steven,Sales Manager,Mozzarella di Giovanni,14,4,24 - 200 g pkgs.,34.8,14,0,0,0,Dairy Products,Formaggi Fortini s.r.l.,Elio Rossi,Sales Representative
10373,HUNGO,4,1996-12-05,1997-01-02,1996-12-11,3,124.12,58,10.6,80,0.2,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,Peacock,Margaret,Sales Representative,Escargots de Bourgogne,27,8,24 pieces,13.25,62,0,20,0,Seafood,Escargots Nouveaux,Marie Delamare,Sales Manager
10373,HUNGO,4,1996-12-05,1997-01-02,1996-12-11,3,124.12,71,17.2,50,0.2,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,Peacock,Margaret,Sales Representative,Flotemysost,15,4,10 - 500 g pkgs.,21.5,26,0,0,0,Dairy Products,Norske Meierier,Beate Vileid,Marketing Manager
10374,WOLZA,1,1996-12-05,1997-01-02,1996-12-09,3,3.94,31,10,30,0,Wolski  Zajazd,Zbyszek Piestrzeniewicz,Owner,Davolio,Nancy,Sales Representative,Gorgonzola Telino,14,4,12 - 100 g pkgs,12.5,0,70,20,0,Dairy Products,Formaggi Fortini s.r.l.,Elio Rossi,Sales Representative
10374,WOLZA,1,1996-12-05,1997-01-02,1996-12-09,3,3.94,58,10.6,15,0,Wolski  Zajazd,Zbyszek Piestrzeniewicz,Owner,Davolio,Nancy,Sales Representative,Escargots de Bourgogne,27,8,24 pieces,13.25,62,0,20,0,Seafood,Escargots Nouveaux,Marie Delamare,Sales Manager
10375,HUNGC,3,1996-12-06,1997-01-03,1996-12-09,2,20.12,14,18.6,15,0,Hungry Coyote Import Store,Yoshi Latimer,Sales Representative,Leverling,Janet,Sales Representative,Tofu,6,7,40 - 100 g pkgs.,23.25,35,0,0,0,Produce,Mayumi's,Mayumi Ohno,Marketing Representative
10375,HUNGC,3,1996-12-06,1997-01-03,1996-12-09,2,20.12,54,5.9,10,0,Hungry Coyote Import Store,Yoshi Latimer,Sales Representative,Leverling,Janet,Sales Representative,Tourtière,25,6,16 pies,7.45,21,0,10,0,Meat/Poultry,Ma Maison,Jean-Guy Lauzon,Marketing Manager
10376,MEREP,1,1996-12-09,1997-01-06,1996-12-13,2,20.39,31,10,42,0.05,Mère Paillarde,Jean Fresnière,Marketing Assistant,Davolio,Nancy,Sales Representative,Gorgonzola Telino,14,4,12 - 100 g pkgs,12.5,0,70,20,0,Dairy Products,Formaggi Fortini s.r.l.,Elio Rossi,Sales Representative
10377,SEVES,1,1996-12-09,1997-01-06,1996-12-13,3,22.21,28,36.4,20,0.15,Seven Seas Imports,Hari Kumar,Sales Manager,Davolio,Nancy,Sales Representative,Rössle Sauerkraut,12,7,25 - 825 g cans,45.6,26,0,0,1,Produce,Plutzer Lebensmittelgroßmärkte AG,Martin Bein,International Marketing Mgr.
10377,SEVES,1,1996-12-09,1997-01-06,1996-12-13,3,22.21,39,14.4,20,0.15,Seven Seas Imports,Hari Kumar,Sales Manager,Davolio,Nancy,Sales Representative,Chartreuse verte,18,1,750 cc per bottle,18,69,0,5,0,Beverages,Aux joyeux ecclésiastiques,Guylène Nodier,Sales Manager
10378,FOLKO,5,1996-12-10,1997-01-07,1996-12-19,3,5.44,71,17.2,6,0,Folk och fä HB,Maria Larsson,Owner,Buchanan,Steven,Sales Manager,Flotemysost,15,4,10 - 500 g pkgs.,21.5,26,0,0,0,Dairy Products,Norske Meierier,Beate Vileid,Marketing Manager
10379,QUEDE,2,1996-12-11,1997-01-08,1996-12-13,1,45.03,41,7.7,8,0.1,Que Delícia,Bernardo Batista,Accounting Manager,Fuller,Andrew,"Vice President, Sales",Jack's New England Clam Chowder,19,8,12 - 12 oz cans,9.65,85,0,10,0,Seafood,New England Seafood Cannery,Robb Merchant,Wholesale Account Agent
10379,QUEDE,2,1996-12-11,1997-01-08,1996-12-13,1,45.03,63,35.1,16,0.1,Que Delícia,Bernardo Batista,Accounting Manager,Fuller,Andrew,"Vice President, Sales",Vegie-spread,7,2,15 - 625 g jars,43.9,24,0,5,0,Condiments,Pavlova, Ltd.,Ian Devling
10379,QUEDE,2,1996-12-11,1997-01-08,1996-12-13,1,45.03,65,16.8,20,0.1,Que Delícia,Bernardo Batista,Accounting Manager,Fuller,Andrew,"Vice President, Sales",Louisiana Fiery Hot Pepper Sauce,2,2,32 - 8 oz bottles,21.05,76,0,0,0,Condiments,New Orleans Cajun Delights,Shelley Burke,Order Administrator
10380,HUNGO,8,1996-12-12,1997-01-09,1997-01-16,3,35.03,30,20.7,18,0.1,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,Callahan,Laura,Inside Sales Coordinator,Nord-Ost Matjeshering,13,8,10 - 200 g glasses,25.89,10,0,15,0,Seafood,Nord-Ost-Fisch Handelsgesellschaft mbH,Sven Petersen,Coordinator Foreign Markets
10380,HUNGO,8,1996-12-12,1997-01-09,1997-01-16,3,35.03,53,26.2,20,0.1,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,Callahan,Laura,Inside Sales Coordinator,Perth Pasties,24,6,48 pieces,32.8,0,0,0,1,Meat/Poultry,G'day, Mate,Wendy Mackenzie
10380,HUNGO,8,1996-12-12,1997-01-09,1997-01-16,3,35.03,60,27.2,6,0.1,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,Callahan,Laura,Inside Sales Coordinator,Camembert Pierrot,28,4,15 - 300 g rounds,34,19,0,0,0,Dairy Products,Gai pâturage,Eliane Noz,Sales Representative
10380,HUNGO,8,1996-12-12,1997-01-09,1997-01-16,3,35.03,70,12,30,0,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,Callahan,Laura,Inside Sales Coordinator,Outback Lager,7,1,24 - 355 ml bottles,15,15,10,30,0,Beverages,Pavlova, Ltd.,Ian Devling
10381,LILAS,3,1996-12-12,1997-01-09,1996-12-13,3,7.99,74,8,14,0,LILA-Supermercado,Carlos González,Accounting Manager,Leverling,Janet,Sales Representative,Longlife Tofu,4,7,5 kg pkg.,10,4,20,5,0,Produce,Tokyo Traders,Yoshi Nagase,Marketing Manager
10382,ERNSH,4,1996-12-13,1997-01-10,1996-12-16,1,94.77,5,17,32,0,Ernst Handel,Roland Mendel,Sales Manager,Peacock,Margaret,Sales Representative,Chef Anton's Gumbo Mix,2,2,36 boxes,21.35,0,0,0,1,Condiments,New Orleans Cajun Delights,Shelley Burke,Order Administrator
10382,ERNSH,4,1996-12-13,1997-01-10,1996-12-16,1,94.77,18,50,9,0,Ernst Handel,Roland Mendel,Sales Manager,Peacock,Margaret,Sales Representative,Carnarvon Tigers,7,8,16 kg pkg.,62.5,42,0,0,0,Seafood,Pavlova, Ltd.,Ian Devling
10382,ERNSH,4,1996-12-13,1997-01-10,1996-12-16,1,94.77,29,99,14,0,Ernst Handel,Roland Mendel,Sales Manager,Peacock,Margaret,Sales Representative,Thüringer Rostbratwurst,12,6,50 bags x 30 sausgs.,123.79,0,0,0,1,Meat/Poultry,Plutzer Lebensmittelgroßmärkte AG,Martin Bein,International Marketing Mgr.
10382,ERNSH,4,1996-12-13,1997-01-10,1996-12-16,1,94.77,33,2,60,0,Ernst Handel,Roland Mendel,Sales Manager,Peacock,Margaret,Sales Representative,Geitost,15,4,500 g,2.5,112,0,20,0,Dairy Products,Norske Meierier,Beate Vileid,Marketing Manager
10382,ERNSH,4,1996-12-13,1997-01-10,1996-12-16,1,94.77,74,8,50,0,Ernst Handel,Roland Mendel,Sales Manager,Peacock,Margaret,Sales Representative,Longlife Tofu,4,7,5 kg pkg.,10,4,20,5,0,Produce,Tokyo Traders,Yoshi Nagase,Marketing Manager
10383,AROUT,8,1996-12-16,1997-01-13,1996-12-18,3,34.24,13,4.8,20,0,Around the Horn,Thomas Hardy,Sales Representative,Callahan,Laura,Inside Sales Coordinator,Konbu,6,8,2 kg box,6,24,0,5,0,Seafood,Mayumi's,Mayumi Ohno,Marketing Representative
10383,AROUT,8,1996-12-16,1997-01-13,1996-12-18,3,34.24,50,13,15,0,Around the Horn,Thomas Hardy,Sales Representative,Callahan,Laura,Inside Sales Coordinator,Valkoinen suklaa,23,3,12 - 100 g bars,16.25,65,0,30,0,Confections,Karkki Oy,Anne Heikkonen,Product Manager
10383,AROUT,8,1996-12-16,1997-01-13,1996-12-18,3,34.24,56,30.4,20,0,Around the Horn,Thomas Hardy,Sales Representative,Callahan,Laura,Inside Sales Coordinator,Gnocchi di nonna Alice,26,5,24 - 250 g pkgs.,38,21,10,30,0,Grains/Cereals,Pasta Buttini s.r.l.,Giovanni Giudici,Order Administrator
10384,BERGS,3,1996-12-16,1997-01-13,1996-12-20,3,168.64,20,64.8,28,0,Berglunds snabbköp,Christina Berglund,Order Administrator,Leverling,Janet,Sales Representative,Sir Rodney's Marmalade,8,3,30 gift boxes,81,40,0,0,0,Confections,Specialty Biscuits, Ltd.,Peter Wilson
